date,year,month,week_of_year,district,state,population,rainfall_mm,rainfall_7d_mm,rainfall_30d_mm,flood_risk_score,flood_severity,affected_population,demand_food_packets,demand_water_liters,demand_ors_packets,demand_medical_kits,demand_tarpaulins
2022-12-26,2022,12,52,Gopalganj,Bihar,2562012,8.3,38.1,247.9,0.0,0.0,0,0,0,0,0,0
2023-01-02,2023,1,1,Puri,Odisha,1497888,3.5,17.1,96.5,0.05,0.041,642,186,64056,78,11,142
2023-01-02,2023,1,1,Kendrapara,Odisha,1439891,2.6,19.1,55.8,0.0,0.0,0,0,0,0,0,0
2023-01-02,2023,1,1,Jagatsinghpur,Odisha,1136605,7.1,30.7,146.0,0.0,0.0,0,0,0,0,0,0
2023-01-02,2023,1,1,Balasore,Odisha,2317419,2.7,12.2,43.7,0.076,0.08,2993,992,354692,751,64,626
2023-01-02,2023,1,1,Bhadrak,Odisha,1506522,2.0,10.2,59.3,0.011,0.009,16,4,1839,0,0,3
2023-01-02,2023,1,1,Cuttack,Odisha,2618708,5.5,39.5,109.1,0.054,0.04,977,235,101530,106,16,217
2023-01-02,2023,1,1,Jajpur,Odisha,1826275,7.7,45.6,173.6,0.066,0.054,935,290,88944,145,18,180
2023-01-02,2023,1,1,Mayurbhanj,Odisha,2513895,5.9,33.0,136.1,0.022,0.024,636,169,62377,42,13,120
2023-01-02,2023,1,1,Ganjam,Odisha,3520151,8.1,62.5,169.0,0.011,0.008,188,53,21646,4,4,37
2023-01-02,2023,1,1,Khordha,Odisha,2246341,5.3,41.4,116.0,0.0,0.0,0,0,0,0,0,0
2023-01-02,2023,1,1,Darbhanga,Bihar,3921971,5.0,35.4,137.9,0.0,0.0,0,0,0,0,0,0
2023-01-02,2023,1,1,Sitamarhi,Bihar,3419622,3.0,24.7,82.7,0.019,0.019,532,133,55278,31,9,112
2023-01-02,2023,1,1,Madhubani,Bihar,4476044,3.9,19.4,119.2,0.041,0.028,599,172,66145,56,11,135
2023-01-02,2023,1,1,Supaul,Bihar,2218876,7.9,38.5,183.0,0.0,0.0,0,0,0,0,0,0
2023-01-02,2023,1,1,Saharsa,Bihar,1900661,1.7,14.0,29.1,0.055,0.058,687,184,72095,122,14,117
2023-01-02,2023,1,1,Khagaria,Bihar,1666886,6.9,54.8,186.9,0.0,0.0,0,0,0,0,0,0
2023-01-02,2023,1,1,Katihar,Bihar,3071029,8.0,65.9,180.8,0.067,0.061,980,299,88578,167,17,203
2023-01-02,2023,1,1,Muzaffarpur,Bihar,4801062,7.7,47.6,182.2,0.015,0.012,382,91,39206,12,8,80
2023-01-02,2023,1,1,Bhagalpur,Bihar,3037766,3.4,24.1,94.5,0.023,0.016,199,49,22032,9,3,34
2023-01-02,2023,1,1,Gopalganj,Bihar,2562012,4.0,30.7,61.3,0.0,0.0,0,0,0,0,0,0
2023-01-09,2023,1,2,Puri,Odisha,1497888,5.1,30.7,129.4,0.0,0.0,0,0,0,0,0,0
2023-01-09,2023,1,2,Kendrapara,Odisha,1439891,5.7,35.1,129.4,0.047,0.047,376,116,39538,55,6,79
2023-01-09,2023,1,2,Jagatsinghpur,Odisha,1136605,2.7,16.6,74.2,0.023,0.024,77,18,7272,6,1,15
2023-01-09,2023,1,2,Balasore,Odisha,2317419,4.5,32.6,140.8,0.0,0.0,0,0,0,0,0,0
2023-01-09,2023,1,2,Bhadrak,Odisha,1506522,5.0,26.1,138.3,0.045,0.042,823,248,94480,111,18,176
2023-01-09,2023,1,2,Cuttack,Odisha,2618708,3.4,28.1,90.2,0.124,0.128,5463,1674,601645,2199,107,1045
2023-01-09,2023,1,2,Jajpur,Odisha,1826275,4.1,21.0,92.7,0.0,0.0,0,0,0,0,0,0
2023-01-09,2023,1,2,Mayurbhanj,Odisha,2513895,3.7,23.1,70.5,0.0,0.0,0,0,0,0,0,0
2023-01-09,2023,1,2,Ganjam,Odisha,3520151,3.0,17.9,60.3,0.077,0.064,4053,1356,481199,815,83,752
2023-01-09,2023,1,2,Khordha,Odisha,2246341,6.3,28.4,145.5,0.014,0.01,159,49,18596,4,3,27
2023-01-09,2023,1,2,Darbhanga,Bihar,3921971,3.4,16.5,62.0,0.0,0.0,0,0,0,0,0,0
2023-01-09,2023,1,2,Sitamarhi,Bihar,3419622,6.2,41.3,98.6,0.067,0.058,2311,720,206606,377,54,463
2023-01-09,2023,1,2,Madhubani,Bihar,4476044,2.9,19.4,62.3,0.055,0.045,1680,495,167464,217,35,323
2023-01-09,2023,1,2,Supaul,Bihar,2218876,6.3,45.4,194.3,0.0,0.0,0,0,0,0,0,0
2023-01-09,2023,1,2,Saharsa,Bihar,1900661,5.3,32.7,173.8,0.061,0.043,566,198,61973,73,11,107
2023-01-09,2023,1,2,Khagaria,Bihar,1666886,4.7,26.2,110.3,0.0,0.0,0,0,0,0,0,0
2023-01-09,2023,1,2,Katihar,Bihar,3071029,1.5,7.4,45.7,0.035,0.028,1090,390,121207,90,24,242
2023-01-09,2023,1,2,Muzaffarpur,Bihar,4801062,3.8,16.2,71.0,0.015,0.012,139,41,14682,5,2,24
2023-01-09,2023,1,2,Bhagalpur,Bihar,3037766,4.6,32.2,100.5,0.104,0.104,5913,1880,532870,1982,112,1053
2023-01-09,2023,1,2,Gopalganj,Bihar,2562012,4.8,20.9,140.3,0.082,0.071,3073,1016,283939,673,58,623
2023-01-16,2023,1,3,Puri,Odisha,1497888,5.3,39.9,175.2,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Kendrapara,Odisha,1439891,10.2,50.8,214.6,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Jagatsinghpur,Odisha,1136605,4.8,36.1,152.7,0.022,0.017,180,58,19342,9,3,33
2023-01-16,2023,1,3,Balasore,Odisha,2317419,5.6,39.3,178.8,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Bhadrak,Odisha,1506522,6.8,50.3,155.1,0.037,0.029,370,123,43654,31,6,65
2023-01-16,2023,1,3,Cuttack,Odisha,2618708,5.3,37.5,95.4,0.071,0.05,2270,765,231201,337,53,414
2023-01-16,2023,1,3,Jajpur,Odisha,1826275,5.5,33.9,151.6,0.049,0.036,294,84,31961,29,5,54
2023-01-16,2023,1,3,Mayurbhanj,Odisha,2513895,6.3,30.9,116.0,0.011,0.011,115,37,11306,3,2,21
2023-01-16,2023,1,3,Ganjam,Odisha,3520151,6.7,37.4,175.7,0.033,0.025,932,255,88199,77,18,194
2023-01-16,2023,1,3,Khordha,Odisha,2246341,6.2,40.6,134.0,0.049,0.052,518,179,57814,82,9,92
2023-01-16,2023,1,3,Darbhanga,Bihar,3921971,7.9,57.9,210.3,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Sitamarhi,Bihar,3419622,7.4,51.5,240.9,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Madhubani,Bihar,4476044,7.9,64.6,170.8,0.038,0.035,2112,677,246614,225,46,360
2023-01-16,2023,1,3,Supaul,Bihar,2218876,7.3,43.3,158.1,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Saharsa,Bihar,1900661,0.0,0.0,0.0,0.038,0.032,469,128,56047,47,8,84
2023-01-16,2023,1,3,Khagaria,Bihar,1666886,4.8,29.7,108.5,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Katihar,Bihar,3071029,3.9,16.2,123.1,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Muzaffarpur,Bihar,4801062,4.0,23.0,97.7,0.048,0.042,1182,425,137080,142,27,242
2023-01-16,2023,1,3,Bhagalpur,Bihar,3037766,4.9,28.3,86.1,0.0,0.0,0,0,0,0,0,0
2023-01-16,2023,1,3,Gopalganj,Bihar,2562012,4.6,28.0,75.1,0.046,0.043,1718,472,174613,224,28,390
2023-01-23,2023,1,4,Puri,Odisha,1497888,3.0,16.7,64.6,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Kendrapara,Odisha,1439891,5.9,36.9,114.2,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Jagatsinghpur,Odisha,1136605,0.4,2.3,8.2,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Balasore,Odisha,2317419,4.1,25.2,76.5,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Bhadrak,Odisha,1506522,2.4,18.5,52.7,0.016,0.016,160,52,16012,8,3,27
2023-01-23,2023,1,4,Cuttack,Odisha,2618708,5.2,40.4,143.2,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Jajpur,Odisha,1826275,2.0,12.5,55.4,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Mayurbhanj,Odisha,2513895,6.7,38.4,131.8,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Ganjam,Odisha,3520151,2.5,19.4,63.3,0.008,0.008,144,35,13619,3,2,31
2023-01-23,2023,1,4,Khordha,Odisha,2246341,3.5,20.2,86.7,0.009,0.007,17,4,1764,0,0,3
2023-01-23,2023,1,4,Darbhanga,Bihar,3921971,9.4,49.6,189.0,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Sitamarhi,Bihar,3419622,4.0,29.7,103.4,0.009,0.007,173,41,18409,3,3,30
2023-01-23,2023,1,4,Madhubani,Bihar,4476044,3.0,25.4,81.4,0.084,0.089,3212,893,323366,919,56,728
2023-01-23,2023,1,4,Supaul,Bihar,2218876,7.8,65.4,239.0,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Saharsa,Bihar,1900661,7.7,46.6,214.0,0.041,0.034,637,192,74881,66,13,120
2023-01-23,2023,1,4,Khagaria,Bihar,1666886,5.6,27.8,173.9,0.037,0.031,194,53,23187,18,4,36
2023-01-23,2023,1,4,Katihar,Bihar,3071029,5.2,32.7,146.7,0.0,0.0,0,0,0,0,0,0
2023-01-23,2023,1,4,Muzaffarpur,Bihar,4801062,4.1,19.8,103.3,0.02,0.02,967,335,91036,62,16,213
2023-01-23,2023,1,4,Bhagalpur,Bihar,3037766,8.5,57.0,259.2,0.042,0.04,1702,440,198370,225,36,389
2023-01-23,2023,1,4,Gopalganj,Bihar,2562012,6.2,30.3,149.7,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Puri,Odisha,1497888,6.1,37.5,141.5,0.083,0.072,1709,560,180239,387,34,300
2023-01-30,2023,1,5,Kendrapara,Odisha,1439891,6.7,42.6,115.5,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Jagatsinghpur,Odisha,1136605,7.2,34.4,203.1,0.07,0.059,686,174,76538,118,14,134
2023-01-30,2023,1,5,Balasore,Odisha,2317419,5.2,33.7,117.9,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Bhadrak,Odisha,1506522,4.7,21.2,116.3,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Cuttack,Odisha,2618708,6.7,53.5,115.6,0.003,0.003,23,7,2510,0,0,4
2023-01-30,2023,1,5,Jajpur,Odisha,1826275,3.0,15.9,66.2,0.021,0.019,209,72,19359,11,3,44
2023-01-30,2023,1,5,Mayurbhanj,Odisha,2513895,6.8,47.2,127.6,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Ganjam,Odisha,3520151,2.2,17.2,37.4,0.034,0.03,412,138,41332,34,8,90
2023-01-30,2023,1,5,Khordha,Odisha,2246341,0.5,3.6,14.1,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Darbhanga,Bihar,3921971,5.9,24.8,160.5,0.023,0.018,746,226,79850,39,15,160
2023-01-30,2023,1,5,Sitamarhi,Bihar,3419622,9.0,55.5,250.3,0.044,0.046,460,116,50989,62,8,83
2023-01-30,2023,1,5,Madhubani,Bihar,4476044,1.2,7.8,39.9,0.045,0.045,2803,714,278861,348,66,591
2023-01-30,2023,1,5,Supaul,Bihar,2218876,5.0,26.3,122.6,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Saharsa,Bihar,1900661,3.5,24.6,62.1,0.006,0.005,19,5,2266,0,0,3
2023-01-30,2023,1,5,Khagaria,Bihar,1666886,2.6,12.5,79.4,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Katihar,Bihar,3071029,4.6,22.6,145.0,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Muzaffarpur,Bihar,4801062,3.3,21.6,83.7,0.078,0.077,2504,760,257156,554,49,568
2023-01-30,2023,1,5,Bhagalpur,Bihar,3037766,6.2,48.4,149.4,0.0,0.0,0,0,0,0,0,0
2023-01-30,2023,1,5,Gopalganj,Bihar,2562012,4.7,30.5,135.4,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Puri,Odisha,1497888,2.1,9.8,33.8,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Kendrapara,Odisha,1439891,6.7,31.6,173.9,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Jagatsinghpur,Odisha,1136605,4.5,26.8,93.3,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Balasore,Odisha,2317419,5.2,35.2,168.0,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Bhadrak,Odisha,1506522,4.7,22.9,83.1,0.039,0.037,385,109,41787,40,6,80
2023-02-06,2023,2,6,Cuttack,Odisha,2618708,4.6,23.2,86.5,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Jajpur,Odisha,1826275,3.4,24.4,95.6,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Mayurbhanj,Odisha,2513895,8.6,39.4,257.6,0.01,0.01,54,15,4960,1,1,10
2023-02-06,2023,2,6,Ganjam,Odisha,3520151,1.5,6.4,31.9,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Khordha,Odisha,2246341,2.5,13.2,59.2,0.005,0.005,9,2,1034,0,0,1
2023-02-06,2023,2,6,Darbhanga,Bihar,3921971,7.0,30.9,217.6,0.032,0.031,968,261,97727,96,22,200
2023-02-06,2023,2,6,Sitamarhi,Bihar,3419622,2.2,18.4,64.1,0.019,0.016,465,123,44624,23,9,94
2023-02-06,2023,2,6,Madhubani,Bihar,4476044,3.0,16.8,74.9,0.01,0.008,145,44,17247,3,2,33
2023-02-06,2023,2,6,Supaul,Bihar,2218876,6.1,30.2,185.2,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Saharsa,Bihar,1900661,3.1,17.1,83.3,0.0,0.0,0,0,0,0,0,0
2023-02-06,2023,2,6,Khagaria,Bihar,1666886,8.1,66.4,163.8,0.09,0.09,2731,675,323746,801,52,532
2023-02-06,2023,2,6,Katihar,Bihar,3071029,5.0,37.5,77.6,0.067,0.054,622,183,72249,101,12,119
2023-02-06,2023,2,6,Muzaffarpur,Bihar,4801062,6.5,38.8,143.4,0.006,0.006,49,13,5126,0,0,8
2023-02-06,2023,2,6,Bhagalpur,Bihar,3037766,5.4,28.6,109.7,0.021,0.022,373,114,34705,23,7,78
2023-02-06,2023,2,6,Gopalganj,Bihar,2562012,6.4,36.5,191.1,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Puri,Odisha,1497888,2.4,13.3,50.4,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Kendrapara,Odisha,1439891,3.6,26.3,103.0,0.032,0.034,656,164,67941,69,15,114
2023-02-13,2023,2,7,Jagatsinghpur,Odisha,1136605,4.7,28.1,109.7,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Balasore,Odisha,2317419,2.6,21.5,85.6,0.012,0.012,84,22,8573,3,2,19
2023-02-13,2023,2,7,Bhadrak,Odisha,1506522,6.0,33.6,113.7,0.017,0.017,54,19,5084,2,1,12
2023-02-13,2023,2,7,Cuttack,Odisha,2618708,6.1,50.7,194.5,0.023,0.022,522,162,54916,36,11,115
2023-02-13,2023,2,7,Jajpur,Odisha,1826275,5.3,29.8,129.2,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Mayurbhanj,Odisha,2513895,6.6,43.2,180.3,0.055,0.051,768,253,87493,125,18,165
2023-02-13,2023,2,7,Ganjam,Odisha,3520151,3.4,28.0,70.1,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Khordha,Odisha,2246341,2.6,19.3,60.8,0.019,0.018,386,104,38900,23,7,78
2023-02-13,2023,2,7,Darbhanga,Bihar,3921971,3.7,23.4,73.0,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Sitamarhi,Bihar,3419622,6.0,50.5,140.4,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Madhubani,Bihar,4476044,4.2,29.0,112.0,0.07,0.064,1645,516,163505,338,28,308
2023-02-13,2023,2,7,Supaul,Bihar,2218876,8.3,59.7,174.0,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Saharsa,Bihar,1900661,4.2,25.1,70.1,0.025,0.019,67,21,7105,4,1,13
2023-02-13,2023,2,7,Khagaria,Bihar,1666886,7.3,59.4,167.3,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Katihar,Bihar,3071029,6.2,42.2,92.8,0.035,0.032,912,324,100083,89,18,160
2023-02-13,2023,2,7,Muzaffarpur,Bihar,4801062,2.9,12.7,60.1,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Bhagalpur,Bihar,3037766,6.9,29.7,149.0,0.0,0.0,0,0,0,0,0,0
2023-02-13,2023,2,7,Gopalganj,Bihar,2562012,4.5,26.6,125.8,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Puri,Odisha,1497888,5.6,40.4,153.7,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Kendrapara,Odisha,1439891,6.6,31.9,156.4,0.001,0.001,0,0,0,0,0,0
2023-02-20,2023,2,8,Jagatsinghpur,Odisha,1136605,1.9,8.2,34.2,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Balasore,Odisha,2317419,4.8,30.5,137.9,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Bhadrak,Odisha,1506522,3.4,24.3,88.6,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Cuttack,Odisha,2618708,5.4,25.6,159.0,0.007,0.006,39,13,3502,0,0,7
2023-02-20,2023,2,8,Jajpur,Odisha,1826275,7.9,38.2,149.7,0.029,0.032,277,84,27328,28,6,49
2023-02-20,2023,2,8,Mayurbhanj,Odisha,2513895,7.5,57.2,171.4,0.02,0.016,185,61,22302,8,3,31
2023-02-20,2023,2,8,Ganjam,Odisha,3520151,4.9,35.7,133.0,0.034,0.036,699,204,82502,77,11,126
2023-02-20,2023,2,8,Khordha,Odisha,2246341,5.9,26.8,108.0,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Darbhanga,Bihar,3921971,4.6,21.6,72.5,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Sitamarhi,Bihar,3419622,6.1,28.4,126.7,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Madhubani,Bihar,4476044,8.9,50.3,230.2,0.035,0.028,1329,367,155428,104,27,267
2023-02-20,2023,2,8,Supaul,Bihar,2218876,3.8,23.3,76.5,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Saharsa,Bihar,1900661,4.1,33.8,117.0,0.107,0.085,1755,581,157701,409,40,302
2023-02-20,2023,2,8,Khagaria,Bihar,1666886,2.7,20.4,80.4,0.058,0.062,433,125,46473,87,7,75
2023-02-20,2023,2,8,Katihar,Bihar,3071029,5.0,35.0,136.0,0.0,0.0,0,0,0,0,0,0
2023-02-20,2023,2,8,Muzaffarpur,Bihar,4801062,5.5,38.5,91.1,0.022,0.023,521,171,61020,34,12,107
2023-02-20,2023,2,8,Bhagalpur,Bihar,3037766,6.3,40.3,144.2,0.012,0.012,189,46,17942,6,3,40
2023-02-20,2023,2,8,Gopalganj,Bihar,2562012,6.4,35.7,186.5,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Puri,Odisha,1497888,3.2,21.3,57.8,0.029,0.029,231,72,27039,19,4,51
2023-02-27,2023,2,9,Kendrapara,Odisha,1439891,7.7,42.5,156.3,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Jagatsinghpur,Odisha,1136605,5.4,29.4,132.7,0.055,0.057,494,141,52487,90,10,90
2023-02-27,2023,2,9,Balasore,Odisha,2317419,5.0,34.8,85.7,0.079,0.075,3200,791,315451,667,57,692
2023-02-27,2023,2,9,Bhadrak,Odisha,1506522,7.5,55.6,221.8,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Cuttack,Odisha,2618708,7.1,50.9,216.0,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Jajpur,Odisha,1826275,4.6,27.4,119.8,0.02,0.022,435,133,43163,26,8,78
2023-02-27,2023,2,9,Mayurbhanj,Odisha,2513895,5.7,42.2,94.6,0.102,0.088,1747,531,181687,454,32,373
2023-02-27,2023,2,9,Ganjam,Odisha,3520151,2.1,13.8,54.9,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Khordha,Odisha,2246341,4.3,24.4,85.3,0.037,0.04,849,265,95442,98,20,152
2023-02-27,2023,2,9,Darbhanga,Bihar,3921971,2.7,20.3,45.6,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Sitamarhi,Bihar,3419622,6.3,49.9,206.3,0.017,0.013,154,44,16352,6,3,26
2023-02-27,2023,2,9,Madhubani,Bihar,4476044,5.6,26.1,176.9,0.019,0.018,643,169,68503,32,15,127
2023-02-27,2023,2,9,Supaul,Bihar,2218876,6.2,28.3,152.5,0.072,0.066,2237,623,260298,450,36,475
2023-02-27,2023,2,9,Saharsa,Bihar,1900661,5.6,32.2,142.3,0.031,0.024,359,107,32336,24,6,69
2023-02-27,2023,2,9,Khagaria,Bihar,1666886,6.3,44.9,178.4,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Katihar,Bihar,3071029,6.2,52.1,103.5,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Muzaffarpur,Bihar,4801062,6.6,43.1,171.5,0.012,0.01,249,78,28132,7,4,51
2023-02-27,2023,2,9,Bhagalpur,Bihar,3037766,4.0,30.3,64.0,0.0,0.0,0,0,0,0,0,0
2023-02-27,2023,2,9,Gopalganj,Bihar,2562012,5.2,39.1,85.7,0.055,0.042,783,238,91296,98,16,165
2023-03-06,2023,3,10,Puri,Odisha,1497888,5.6,46.6,86.1,0.021,0.016,232,77,22659,12,5,40
2023-03-06,2023,3,10,Kendrapara,Odisha,1439891,6.1,31.4,165.3,0.03,0.033,497,167,45913,51,8,86
2023-03-06,2023,3,10,Jagatsinghpur,Odisha,1136605,8.2,53.3,260.7,0.017,0.016,43,15,4044,2,0,9
2023-03-06,2023,3,10,Balasore,Odisha,2317419,4.9,30.2,82.5,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Bhadrak,Odisha,1506522,5.0,35.2,148.4,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Cuttack,Odisha,2618708,1.7,7.9,35.6,0.065,0.046,1326,369,134211,187,27,272
2023-03-06,2023,3,10,Jajpur,Odisha,1826275,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Mayurbhanj,Odisha,2513895,3.0,23.9,84.9,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Ganjam,Odisha,3520151,5.8,45.5,123.4,0.005,0.005,89,31,7978,1,1,17
2023-03-06,2023,3,10,Khordha,Odisha,2246341,6.5,38.6,168.3,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Darbhanga,Bihar,3921971,5.4,30.9,123.6,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Sitamarhi,Bihar,3419622,4.6,19.8,144.9,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Madhubani,Bihar,4476044,6.3,32.5,104.6,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Supaul,Bihar,2218876,6.4,41.0,188.6,0.028,0.021,84,26,7776,5,1,16
2023-03-06,2023,3,10,Saharsa,Bihar,1900661,10.8,73.2,335.0,0.026,0.027,543,174,59039,47,9,98
2023-03-06,2023,3,10,Khagaria,Bihar,1666886,5.1,31.6,153.8,0.017,0.018,88,22,10058,4,1,19
2023-03-06,2023,3,10,Katihar,Bihar,3071029,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Muzaffarpur,Bihar,4801062,6.9,34.9,133.4,0.0,0.0,0,0,0,0,0,0
2023-03-06,2023,3,10,Bhagalpur,Bihar,3037766,1.8,12.9,53.7,0.063,0.05,395,107,43646,63,9,72
2023-03-06,2023,3,10,Gopalganj,Bihar,2562012,5.3,38.8,145.9,0.01,0.01,188,63,17500,6,4,34
2023-03-13,2023,3,11,Puri,Odisha,1497888,6.3,35.6,139.8,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Kendrapara,Odisha,1439891,5.7,41.6,150.9,0.02,0.022,281,88,32061,17,6,48
2023-03-13,2023,3,11,Jagatsinghpur,Odisha,1136605,3.8,29.2,121.6,0.011,0.009,73,20,6881,1,1,15
2023-03-13,2023,3,11,Balasore,Odisha,2317419,3.8,17.4,72.2,0.03,0.025,264,70,27437,20,4,58
2023-03-13,2023,3,11,Bhadrak,Odisha,1506522,9.3,70.6,189.7,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Cuttack,Odisha,2618708,8.6,70.6,205.8,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Jajpur,Odisha,1826275,4.0,20.1,105.1,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Mayurbhanj,Odisha,2513895,5.0,37.1,160.0,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Ganjam,Odisha,3520151,6.9,30.6,213.3,0.03,0.026,1079,267,126374,87,22,187
2023-03-13,2023,3,11,Khordha,Odisha,2246341,6.7,48.6,187.1,0.082,0.072,1057,370,125155,215,22,192
2023-03-13,2023,3,11,Darbhanga,Bihar,3921971,7.3,39.1,153.6,0.054,0.057,2914,705,290127,509,50,512
2023-03-13,2023,3,11,Sitamarhi,Bihar,3419622,5.3,29.6,115.8,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Madhubani,Bihar,4476044,1.6,7.0,32.0,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Supaul,Bihar,2218876,4.4,35.2,69.5,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Saharsa,Bihar,1900661,6.7,44.2,216.5,0.075,0.078,2160,658,242037,533,39,453
2023-03-13,2023,3,11,Khagaria,Bihar,1666886,4.6,37.4,95.8,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Katihar,Bihar,3071029,5.5,25.6,120.7,0.0,0.0,0,0,0,0,0,0
2023-03-13,2023,3,11,Muzaffarpur,Bihar,4801062,2.2,9.8,35.2,0.027,0.025,935,303,87328,70,19,171
2023-03-13,2023,3,11,Bhagalpur,Bihar,3037766,8.6,71.9,221.3,0.02,0.021,648,228,72593,39,11,140
2023-03-13,2023,3,11,Gopalganj,Bihar,2562012,1.7,11.7,52.5,0.007,0.006,59,18,5501,0,1,13
2023-03-20,2023,3,12,Puri,Odisha,1497888,4.6,24.8,146.3,0.041,0.043,912,255,99745,124,18,187
